instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE278H01035,2397,SANDHAR,SANDHAR TECHNOLOGIES LTD,621.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE149K01016,18359,SANDUMA,SANDUR MANG & IRON ORES L,482.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE495C01010,4184,SANGAMIND,SANGAM (INDIA) LTD,417.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OVI01010,18035,SANGANI,SANGANI HOSPITALS LIMITED,42.9,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE999B01013,2997,SANGHIIND,SANGHI INDUSTRIES LTD,87.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE989A01024,14058,SANGHVIMOV,SANGHVI MOVERS LTD,850.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE753W01010,11032,SANGINITA,SANGINITA CHEMICALS LTD,16.37,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE058A01010,1442,SANOFI,SANOFI INDIA LIMITED,7266.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE953O01021,5751,SANSERA,SANSERA ENGINEERING LTD,1417.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE08NE01025,24582,SANSTAR,SANSTAR LIMITED,135.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE890C01046,46,SANWARIA,SANWARIA CONSUMER LIMITED,0.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE385C01021,17758,SARDAEN,SARDA ENERGY & MIN LTD,355.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE979A01025,4892,SAREGAMA,SAREGAMA INDIA LIMITED,497.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE453D01025,14047,SARLAPOLY,SARLA PERF. FIBERS LTD,94.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PCL01011,18506,SAROJA,SAROJA PHARMA INDUS IND L,63.95,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE0PUC01020,19863,SARTELE,SAR TELEVENTURE LIMITED,357.4,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE324X01026,12913,SARVESHWAR,SARVESHWAR FOODS LIMITED,8.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE231F01020,11983,SASKEN,SASKEN TECHNOLOGIES LTD,1523.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE019J01013,20063,SASTASUNDR,SASTASUNDAR VENTURES LTD,306.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BSN01013,24674,SATECH,S A TECH SOFTWARE INDIA L,191.15,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE170E01023,11045,SATIA,SATIA INDUSTRIES LIMITED,118.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE836B01017,10453,SATIN,SATIN CREDIT NET LTD,210.54,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE065D01027,12015,SATINDLTD,SAT INDUSTRIES LIMITED,125.71,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RPM01017,24504,SATIPOLY,SATI POLY PLAST LIMITED,242.95,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE626A01014,3018,SAURASHCEM,SAURASHTRA CEMENT LIMITED,121.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE04AK01028,6792,SBC,SBC EXPORTS LIMITED,31.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE386D01027,4656,SBCL,SHIVALIK BIMETAL CON. LTD,580.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE423Y01016,18026,SBFC,SBFC FINANCE LIMITED,84.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE05ST01028,14139,SBGLP,SURATWWALA BUS GROUP LTD,118.22,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE018E01016,17971,SBICARD,SBI CARDS & PAY SER LTD,768.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE123W01016,21808,SBILIFE,SBI LIFE INSURANCE CO LTD,1912.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE062A01020,3045,SBIN,STATE BANK OF INDIA,816.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE513A01022,1011,SCHAEFFLER,SCHAEFFLER INDIA LIMITED,3829.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE807K01035,20698,SCHAND,S CHAND AND COMPANY LTD,232.22,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE839M01018,31234,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,819.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE109A01011,3048,SCI,SHIPPING CORP OF INDIA LT,268.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PB301013,23127,SCILAL,SHIPPING CORP OF ILA LTD,81.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE148I07RK2,20984,SCLZC25F,SEC RE NCD SR III,1000.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE460Q01014,19469,SCML,SHARP CHUCKS N MACHINES L,125.0,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE501Y01019,12072,SCPL,SHEETAL COOL PRODUCTS LTD,406.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE480C01038,1338,SDBL,SOM DIST & BREW LTD,109.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE497B01018,2616,SEAMECLTD,SEAMEC LIMITED,1516.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00Y701026,13025,SECL,SALASAR EXTERIOR CONT LTD,17.85,,,0.05,6250,EQUITY,,NSE_EQ
NSE_EQ|INE0BTM01013,19496,SECMARK,SECMARK CONSULTANCY LTD,92.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE195Y01010,11524,SECURCRED,SECUR CREDENTIALS LIMITED,7.15,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE650K01021,11058,SECURKLOUD,SECUREKLOUD TECH LIMITED,36.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE955I01044,7094,SEJALLTD,SEJAL GLASS LIMITED,328.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O3O01017,18264,SEL,SUNGARNER ENERGIES LTD,647.0,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE818A01017,13598,SELAN,SELAN EXPLO. TECH LTD,999.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE105I01020,6274,SELMC,SEL MANUFACTURING CO LTD,59.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE617A01013,11964,SEMAC,SEMAC CONSULTANTS LIMITED,489.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE602W01019,17271,SENCO,SENCO GOLD LIMITED,1183.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF346A01034,4378,SENSEXIETF,ICICI PRUD SENSEX ETF,929.37,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE964H01014,15308,SEPC,SEPC LIMITED,26.21,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE807F01027,14296,SEQUENT,SEQUENT SCIENTIFIC LTD.,177.08,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0P1Q01015,17399,SERVICE,SERVICE CARE LIMITED,81.85,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE782X01033,5507,SERVOTECH,SERVOTECH POWER SYS LTD.,145.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE630A01024,3066,SESHAPAPER,SESHASAYEE PAPER & BOARDS,346.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE878E01021,17518,SETCO,SETCO AUTOMOTIVE LTD,13.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE023M01027,18024,SETUINFRA,SETUBANDHAN INFRA LTD,1.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE916U01025,19184,SFL,SHEELA FOAM LIMITED,925.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00QT01015,5114,SGIL,SYNERGY GREEN IND. LTD,392.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE353H01010,13370,SGL,STL GLOBAL LIMITED,20.45,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE482J01021,20300,SHAH,SHAH METACORP LIMITED,5.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE640C01011,11856,SHAHALLOYS,SHAH ALLOYS LIMITED,77.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE151G01028,8727,SHAILY,SHAILY ENG PLASTICS LTD,1001.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE908D01010,25578,SHAKTIPUMP,SHAKTI PUMPS (I) LTD,4457.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE597J01018,714,SHALBY,SHALBY LIMITED,273.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE849C01026,15342,SHALPAINTS,SHALIM PAINTS LTD,138.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE274V01019,20321,SHANKARA,SHANKARA BLDG PRODUCT LTD,597.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q9Q01017,19752,SHANTHALA,SHANTHALA FMCG PRODUCTS L,63.95,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE933X01016,5650,SHANTI,SHANTI OVERSEAS INDIA LTD,15.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE631A01022,3078,SHANTIGEAR,SHANTHI GEARS LTD,614.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE221J01015,4992,SHARDACROP,SHARDA CROPCHEM LTD.,567.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE597I01028,10530,SHARDAMOTR,SHARDA MOTOR INDS LTD,2654.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE932X01026,104,SHAREINDIA,SHARE IND. SECURITIES LTD,298.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE932X13013,14869,SHAREINDIA,SHARE IND. SECURITIES LTD,869.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF732E01128,17044,SHARIABEES,NIP IND ETF SHARIAH BEES,594.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE04VX01019,20415,SHEETAL,SHEETAL UNIVERSAL LIMITED,68.4,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE363M01019,5068,SHEMAROO,SHEMAROO ENTER. LTD.,182.62,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0MM001019,14172,SHERA,SHERA ENERGY LIMITED,176.9,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE03KJ01013,8394,SHIGAN,SHIGAN QUANTUM TECH LTD,115.0,,,0.05,1500,EQUITY,,NSE_EQ
NSE_EQ|INE790G01031,17752,SHILPAMED,SHILPA MEDICARE LTD,813.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE788J01021,7016,SHIVALIK,SHIVALIK RASAYAN LIMITED,553.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE637H01024,13757,SHIVAMAUTO,SHIVAM AUTO.LTD,50.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE644Y01017,1497,SHIVAMILLS,SHIVA MILLS LIMITED,92.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE705C01020,804,SHIVATEX,SHIVA TEXYARN LIMITED,174.45,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE500L01026,11212,SHK,S H KELKAR AND CO. LTD.,250.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE498B01024,11813,SHOPERSTOP,SHOPPERS STOP LIMITED,815.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE715Y01023,716,SHRADHA,SHRADHA INFRAPROJECTS LTD,131.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE232A01011,3099,SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,101.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE070A01015,3103,SHREECEM,SHREE CEMENT LIMITED,25770.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0S4Y01010,23077,SHREEKARNI,SHREE KARNI FABCOM LTD,822.2,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE712K01011,10592,SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,248.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE879A01019,7634,SHREERAMA,SHREE RAMA MULTI TECH LTD,28.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE632X01030,11150,SHRENIK,SHRENIK LIMITED,0.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE231C01019,3126,SHREYANIND,SHREYANS INDUSTRIES LTD,262.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE757B01015,3129,SHREYAS,SHREYAS SHIPPING & LOGIST,314.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE526E01018,17186,SHRIPISTON,SHRIRAM PIST. & RING LTD,2141.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE721A01013,4306,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,3243.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE217L01019,7200,SHRIRAMPPS,SHRIRAM PROPERTIES LTD,140.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01Z401013,6451,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,25.45,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE979R01011,10188,SHYAMCENT,SHYAM CENTURY FERROUS LTD,18.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE810G01011,4693,SHYAMMETL,SHYAM METALICS AND ENGY L,827.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE635A01023,13741,SHYAMTEL,SHYAM TELECOM LIMITED,14.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE075B01020,19440,SICALLOG,SICAL LOGISTICS LIMITED,152.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0A1E01018,3148,SIDDHIKA,SIDDHIKA COATINGS LIMITED,137.5,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE003A01024,3150,SIEMENS,SIEMENS LTD,6758.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0D0K01022,6663,SIGACHI,SIGACHI INDUSTRIES LTD,57.42,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE529F01035,4522,SIGIND,SIGNET INDUSTRIES LIMITED,71.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0A0S01010,16658,SIGMA,SIGMA SOLVE LIMITED,393.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE903U01023,18743,SIGNATURE,SIGNATUREGLOBAL INDIA LTD,1432.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KGZ01021,22656,SIGNPOST,SIGNPOST INDIA LIMITED,224.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE112X01017,6226,SIKKO,SIKKO INDUSTRIES LIMITED,116.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE173A01025,11298,SIL,STANDARD INDUSTRIES LTD.,27.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01II01013,2492,SILGO,SILGO RETAIL LIMITED,34.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE923A01015,4105,SILINV,SIL INVESTMENTS LIMITED,583.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0STN01015,23736,SILKFLEX,SILKFLEX POLYMERS INDIA L,81.7,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE203Y01012,19099,SILLYMONKS,SILLY MONKS ENTERTAIN LTD,24.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE625X01018,9422,SILVERTUC,SILVER TOUCH TECHNO LTD,745.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE748T01016,14616,SIMBHALS,SIMBHAOLI SUGARS LTD.,27.11,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE059B01024,3162,SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,162.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE985A01022,23480,SINCLAIR,SINCLAIRS HOTELS LIMITED,109.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE325D01025,16859,SINDHUTRAD,SINDHU TRADE LINKS LTD,24.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE129Z01016,381,SINTERCOM,SINTERCOM INDIA LIMITED,129.54,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE792Z01011,11050,SIRCA,SIRCA PAINT INDIA LIMITED,320.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE285J01028,21501,SIS,SIS LIMITED,410.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE965H01011,14001,SITINET,SITI NETWORKS LIMITED,1.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE076B01028,14096,SIYSIL,SIYARAM SILK MILLS LTD,481.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0F3301020,20542,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,578.85,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE284S01014,6643,SJS,SJS ENTERPRISES LIMITED,993.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE002L01015,18883,SJVN,SJVN LTD,133.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE640A01023,3186,SKFINDIA,SKF INDIA LTD,5387.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE439E01022,9428,SKIPPER,SKIPPER LIMITED,411.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE411D01015,4732,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,270.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KZA01016,10325,SKP,SKP BEARING INDUSTRI. LTD,216.5,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE01IU01018,13634,SKYGOLD,SKY GOLD LIMITED,2851.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SMA01017,23692,SLONE,SLONE INFOSYSTEMS LIMITED,179.25,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE178C01020,9889,SMARTLINK,SMARTLINK HOLDINGS LTD,280.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE103C01036,2320,SMCGLOBAL,SMC GLOBAL SECURITIES LTD,150.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE294B01019,3387,SMLISUZU,SML ISUZU LIMITED,2010.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE017W01010,6843,SMLT,SARTHAK METALS LIMITED,176.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE320X01016,21555,SMSLIFE,SMS LIFESCIENCES (I) LTD,1512.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE812G01025,14329,SMSPHARMA,SMS PHARMACEUTICALS LTD.,341.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE734N01019,4843,SNOWMAN,SNOWMAN LOGISTICS LTD.,81.53,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE671H01015,13826,SOBHA,SOBHA LIMITED,1751.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE728Z01015,8266,SOFTTECH,SOFTTECH ENGINEERS LTD,351.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE624Z01016,3684,SOLARA,SOLARA ACTIVE PHA SCI LTD,749.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE343H01029,13332,SOLARINDS,SOLAR INDUSTRIES (I) LTD,11040.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE880Y01017,1231,SOLEX,SOLEX ENERGY LIMITED,1740.35,,,0.05,200,EQUITY,,NSE_EQ
NSE_EQ|INE355A01028,3880,SOMANYCERA,SOMANY CERAMICS LIMITED,716.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE314C01013,4201,SOMATEX,SOMA TEXTILES & INDUST LT,35.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE323J01019,17798,SOMICONVEY,SOMI CONVEYOR BELT. LTD.,169.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE073K01018,4684,SONACOMS,SONA BLW PRECISION FRGS L,722.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q6H01012,23052,SONAMAC,SONA MACHINERY LIMITED,177.6,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE00LM01029,8806,SONAMLTD,SONAM LIMITED,54.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE269A01021,6596,SONATSOFTW,SONATA SOFTWARE LTD,668.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE035D01020,3021,SOTL,SAVITA OIL TECHNOLO. LTD,605.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE683A01023,5948,SOUTHBANK,THE SOUTH INDIAN BANK LTD,25.34,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE980Y01015,9679,SOUTHWEST,SOUTH WEST PINNACLE LTD,149.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE212I01016,18252,SPAL,S. P. APPARELS LIMITED,903.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE572J01011,11435,SPANDANA,SPANDANA SPHOORTY FIN LTD,611.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE232I01014,14788,SPARC,SUN PHARMA ADV.RES.CO.LTD,225.76,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE970N01027,19372,SPCENET,SPACENET ENTERS IND LTD,26.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0T7B01010,24249,SPCL,SHIVALIC POWER CONTROL L,254.0,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE247M01014,27107,SPECIALITY,SPECIALITY REST LTD,173.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01EO01010,5060,SPECTRUM,SPECTRUM ELECTRIC IND LTD,1785.85,,,0.05,125,EQUITY,,NSE_EQ
NSE_EQ|INE0OL001018,16876,SPECTSTM,SPECTRUM TALENT MGMT LTD,123.25,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE020801028,8163,SPENCERS,SPENCER S RETAIL LIMITED,100.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE147A01011,3252,SPIC,SPIC LTD,89.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE978G01016,11935,SPLIL,SPL INDUSTRIES LIMITED,59.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE663A01033,9617,SPLPETRO,SUPREME PETROCHEM LIMITED,880.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE937A01023,7166,SPMLINFRA,SPML INFRA LIMITED,240.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE885H01011,10733,SPORTKING,SPORTKING INDIA LIMITED,1494.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JW501011,8527,SPRL,SP REFRACTORIES LIMITED,164.05,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE099F01013,31837,SREEL,SREELEATHERS LIMITED,296.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE647A01010,3273,SRF,SRF LTD,2602.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE559N01010,18119,SRGHFL,SRG HOUSING FINANCE L,359.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE917H01012,14582,SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,586.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NPI01014,14411,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,102.95,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE0R6Z01013,23403,SRM,SRM CONTRACTORS LIMITED,261.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE008Z01020,140,SRPL,SHREE RAM PROTEINS LTD.,1.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PQ101010,24856,SSDL,SARASWATI SAREE DEPOT LTD,161.41,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RFP01011,24697,SSEGL,SATHLOKHAR SYN E&C GLOB L,662.35,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE0ON201012,18056,SSFL,SRIVARI SPICES N FOODS L,296.05,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE802C01033,11829,SSWL,STEEL STRIPS WHEELS LTD.,227.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01A001028,24226,STANLEY,STANLEY LIFESTYLES LTD,514.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE939A01011,7374,STAR,STRIDES PHARMA SCI LTD,1363.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE460H01021,21091,STARCEMENT,STAR CEMENT LIMITED,222.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE575P01011,7083,STARHEALTH,STAR HEALTH & AL INS CO L,630.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE733A01018,3291,STARPAPER,STAR PAPER MILLS LTD,238.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE992I01013,9314,STARTECK,STARTECK FINANCE LIMITED,262.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE655A01013,10948,STCINDIA,THE STATE TRADING CORPN,187.41,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE124E01020,6803,STEELCAS,STEELCAST LIMITED,723.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE395H01011,10406,STEELCITY,STEEL CITY SECURITIES LTD,103.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE503B01021,21339,STEELXIND,STEEL EXCHANGE INDIA LTD,13.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE577L01016,21488,STEL,STEL HOLDINGS LIMITED,495.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE334A01023,4299,STERTOOLS,STERLING TOOLS LIMITED,508.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE089C01029,9309,STLTECH,STERLITE TECHNOLOGIES LTD,132.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00IN01015,2107,STOVEKRAFT,STOVE KRAFT LIMITED,814.65,,,0.05,1,EQUITY,,NSE_EQ
